@relation tables

@attribute maxHorizontalSimilarity numeric
@attribute maxVerticalSimilarity numeric
@attribute avgHorizontalSimilarity numeric
@attribute avgVerticalSimilarity numeric
@attribute diffMaxSimilarity numeric
@attribute diffAvgSimilarity numeric
@attribute geniune {true,false}
@attribute orientation {horizontal,vertical,none}

@data
0.555556,0.690083,0.42401,0.439339,-0.134527,-0.015329,true,horizontal
0.555556,0.690083,0.44366,0.438927,-0.134527,0.004733,true,horizontal
0.555556,0.690083,0.425119,0.434275,-0.134527,-0.009156,true,horizontal
0.555556,0.690083,0.415215,0.435118,-0.134527,-0.019903,true,horizontal
0.555556,0.690083,0.423972,0.433324,-0.134527,-0.009353,true,horizontal
0.555556,0.711806,0.414468,0.446128,-0.15625,-0.03166,true,horizontal
0.555556,0.834711,0.432461,0.509358,-0.279155,-0.076897,true,horizontal
0.555556,0.690083,0.422893,0.432159,-0.134527,-0.009266,true,horizontal
0.555556,0.847222,0.430267,0.526681,-0.291667,-0.096414,true,horizontal
0.555556,0.711806,0.417108,0.443386,-0.15625,-0.026279,true,horizontal
0.555556,0.82,0.444027,0.512893,-0.264444,-0.068866,true,horizontal
0.555556,0.690083,0.429328,0.438363,-0.134527,-0.009035,true,horizontal
0.555556,0.690083,0.421652,0.427028,-0.134527,-0.005376,true,horizontal
0.555556,0.690083,0.412149,0.429469,-0.134527,-0.017321,true,horizontal
0.555556,0.82,0.4377,0.507339,-0.264444,-0.069639,true,horizontal
0.555556,0.82,0.4377,0.507339,-0.264444,-0.069639,true,horizontal
0.555556,0.690083,0.413607,0.428934,-0.134527,-0.015327,true,horizontal
0.555556,0.82,0.4377,0.509339,-0.264444,-0.071639,true,horizontal
0.555556,0.711806,0.413949,0.442925,-0.15625,-0.028977,true,horizontal
0.555556,0.847222,0.429583,0.529159,-0.291667,-0.099576,true,horizontal
0.555556,0.690083,0.428962,0.43129,-0.134527,-0.002328,true,horizontal
0.555556,0.690083,0.4309,0.442448,-0.134527,-0.011548,true,horizontal
0.555556,0.834711,0.429652,0.507561,-0.279155,-0.077909,true,horizontal
0.555556,0.690083,0.426068,0.4304,-0.134527,-0.004333,true,horizontal
0.555556,0.82,0.446658,0.509278,-0.264444,-0.06262,true,horizontal
0.555556,0.690083,0.411419,0.435488,-0.134527,-0.024068,true,horizontal
0.555556,0.690083,0.421153,0.437685,-0.134527,-0.016532,true,horizontal
0.555556,0.690083,0.423276,0.432971,-0.134527,-0.009695,true,horizontal
0.555556,0.82,0.453637,0.510035,-0.264444,-0.056398,true,horizontal
0.555556,0.690083,0.425068,0.431652,-0.134527,-0.006584,true,horizontal
0.555556,0.690083,0.431149,0.438674,-0.134527,-0.007526,true,horizontal
0.555556,0.690083,0.422316,0.431394,-0.134527,-0.009078,true,horizontal
0.555556,0.690083,0.42249,0.425284,-0.134527,-0.002793,true,horizontal
0.555556,0.847222,0.445073,0.527098,-0.291667,-0.082025,true,horizontal
0.555556,0.690083,0.425569,0.43055,-0.134527,-0.00498,true,horizontal
0.555556,0.82,0.438317,0.513869,-0.264444,-0.075552,true,horizontal
0.555556,0.690083,0.424189,0.43556,-0.134527,-0.01137,true,horizontal
0.555556,0.834711,0.43115,0.505004,-0.279155,-0.073854,true,horizontal
0.555556,0.690083,0.413853,0.432224,-0.134527,-0.018371,true,horizontal
0.555556,0.690083,0.423679,0.427296,-0.134527,-0.003617,true,horizontal
0.555556,0.847222,0.438659,0.525754,-0.291667,-0.087095,true,horizontal
0.555556,0.690083,0.423494,0.431464,-0.134527,-0.00797,true,horizontal
0.555556,0.690083,0.428938,0.433786,-0.134527,-0.004849,true,horizontal
0.555556,0.690083,0.423206,0.433042,-0.134527,-0.009837,true,horizontal
0.555556,0.690083,0.42232,0.432232,-0.134527,-0.009912,true,horizontal
0.555556,0.690083,0.42334,0.429371,-0.134527,-0.006031,true,horizontal
0.555556,0.690083,0.42164,0.432127,-0.134527,-0.010488,true,horizontal
0.555556,0.690083,0.422886,0.432106,-0.134527,-0.009219,true,horizontal
0.555556,0.690083,0.421656,0.434599,-0.134527,-0.012943,true,horizontal
0.555556,0.690083,0.412319,0.433649,-0.134527,-0.02133,true,horizontal
